部门代码,部门名称,用人司局,机构性质,招考职位,职位属性,职位分布,职位简介,职位代码,机构层级,考试类别,招考人数,专业,学历,学位,政治面貌,基层工作最低年限,服务基层项目工作经历,是否在面试阶段组织专业能力测试,面试人员比例,工作地点,落户地点,备注,部门网站,咨询电话1,咨询电话2,咨询电话3
135106,国家统计局辽宁调查总队,国家统计局辽宁调查总队,中央国家行政机关参照公务员法管理事业单位,凤城调查队办公室一级科员,普通职位,其他职位,从事财务相关工作。,400110106017,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,会计学、财务管理、审计学,仅限本科,学士,不限,无限制,无限制,否,3:1,辽宁省丹东市凤城市,辽宁省丹东市凤城市,本单位最低服务年限为5年（含试用期）。,无,024-86906498,024-86906738,
135106,国家统计局辽宁调查总队,国家统计局辽宁调查总队,中央国家行政机关参照公务员法管理事业单位,凤城调查队调查一科一级科员,普通职位,其他职位,从事农业农村统计调查、数据处理、统计分析、统计研究等工作。,400110106018,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,统计学类、数学类、计算机类,仅限本科,学士,不限,二年,大学生村官、“三支一扶”计划,否,3:1,辽宁省丹东市凤城市,辽宁省丹东市凤城市,本单位最低服务年限为5年（含试用期）。,无,024-86906498,024-86906738,
135106,国家统计局辽宁调查总队,国家统计局辽宁调查总队,中央国家行政机关参照公务员法管理事业单位,辽阳县调查队业务科室一级科员,普通职位,其他职位,从事农业农村统计调查、数据处理、统计分析、统计研究等工作。,400110106019,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,统计学类、数学类、计算机类,仅限本科,学士,不限,无限制,无限制,否,3:1,辽宁省辽阳市辽阳县,辽宁省辽阳市辽阳县,1.限招应届毕业生；2.本单位最低服务年限为5年（含试用期）。,无,024-86906498,024-86906738,
135106,国家统计局辽宁调查总队,国家统计局辽宁调查总队,中央国家行政机关参照公务员法管理事业单位,开原调查队办公室室一级科员,普通职位,其他职位,从事财务和统计调查相关工作。,400110106020,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,会计学、财务管理、审计学、统计学类,仅限本科,学士,不限,无限制,无限制,否,3:1,辽宁省铁岭市开原市,辽宁省铁岭市开原市,1.本岗位需经常深入一线调查，工作艰苦，适合男性；2.本单位最低服务年限为5年（含试用期）。,无,024-86906498,024-86906738,
135106,国家统计局辽宁调查总队,国家统计局辽宁调查总队,中央国家行政机关参照公务员法管理事业单位,昌图调查队业务科室一级科员,普通职位,其他职位,从事农业农村统计调查、数据处理、统计分析、统计研究等工作。,400110106021,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,计算机类,仅限本科,学士,不限,无限制,无限制,否,3:1,辽宁省铁岭市昌图县,辽宁省铁岭市昌图县,1.限招应届毕业生；2.本单位最低服务年限为5年（含试用期）。,无,024-86906498,024-86906738,
135106,国家统计局辽宁调查总队,国家统计局辽宁调查总队,中央国家行政机关参照公务员法管理事业单位,喀左调查队办公室一级科员,普通职位,其他职位,从事农业农村统计调查、数据处理、统计分析、统计研究等工作。,400110106022,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,汉语言文学、汉语言、应用语言学、新闻学、统计学类,仅限本科,学士,不限,无限制,无限制,否,3:1,辽宁省朝阳市喀喇沁左翼蒙古族自治县,辽宁省朝阳市喀喇沁左翼蒙古族自治县,1.限朝阳市户籍或生源；2.本单位最低服务年限为5年（含试用期）。,无,024-86906498,024-86906738,
135107,国家统计局吉林调查总队,国家统计局吉林调查总队,中央国家行政机关参照公务员法管理事业单位,吉林调查总队业务处室一级主任科员及以下（1）,普通职位,其他职位,从事一线入户调查、数据处理、统计分析、统计研究等工作。,400110107001,省（副省）级,中央机关及其省级直属机构综合管理类,1,统计学专业、数学类,仅限硕士研究生,硕士,不限,无限制,无限制,否,5:1,吉林省长春市,吉林省长春市,限女性；本单位最低服务年限为5年（含试用期）。,无,0431-85899731,,
135107,国家统计局吉林调查总队,国家统计局吉林调查总队,中央国家行政机关参照公务员法管理事业单位,吉林调查总队业务处室一级主任科员及以下（2）,普通职位,其他职位,从事一线入户调查、数据处理、统计分析、统计研究等工作。,400110107002,省（副省）级,中央机关及其省级直属机构综合管理类,1,统计学专业、数学类,仅限硕士研究生,硕士,不限,无限制,无限制,否,5:1,吉林省长春市,吉林省长春市,限男性；本单位最低服务年限为5年（含试用期）。,无,0431-85899731,,
135107,国家统计局吉林调查总队,国家统计局吉林调查总队,中央国家行政机关参照公务员法管理事业单位,吉林调查总队业务处室一级主任科员及以下（3）,普通职位,其他职位,从事一线入户调查、数据处理、统计分析、统计研究等工作。,400110107003,省（副省）级,中央机关及其省级直属机构综合管理类,1,应用经济学类、数学类,仅限硕士研究生,硕士,不限,二年,无限制,否,5:1,吉林省长春市,吉林省长春市,限女性；本单位最低服务年限为5年（含试用期）。,无,0431-85899731,,
135107,国家统计局吉林调查总队,国家统计局吉林调查总队,中央国家行政机关参照公务员法管理事业单位,吉林调查总队业务处室一级主任科员及以下（4）,普通职位,其他职位,从事一线入户调查、数据处理、统计分析、统计研究等工作。,400110107004,省（副省）级,中央机关及其省级直属机构综合管理类,1,应用经济学类、数学类,仅限硕士研究生,硕士,不限,二年,无限制,否,5:1,吉林省长春市,吉林省长春市,限男性；本单位最低服务年限为5年（含试用期）。,无,0431-85899731,,
135107,国家统计局吉林调查总队,国家统计局吉林调查总队,中央国家行政机关参照公务员法管理事业单位,吉林市调查队业务科室一级科员（1）,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、统计分析、统计研究等工作。,400110107005,市（地）级,市（地）级及以下直属机构综合管理类,1,统计学类、数学类,仅限本科,学士,不限,无限制,无限制,否,3:1,吉林省吉林市,吉林省吉林市,限应届毕业生；限女性；本单位最低服务年限为5年（含试用期）。,无,0431-85899731,,
135107,国家统计局吉林调查总队,国家统计局吉林调查总队,中央国家行政机关参照公务员法管理事业单位,吉林市调查队业务科室一级科员（2）,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、统计分析、统计研究等工作。,400110107006,市（地）级,市（地）级及以下直属机构综合管理类,1,统计学类、数学类,仅限本科,学士,不限,无限制,无限制,否,3:1,吉林省吉林市,吉林省吉林市,限应届毕业生；限男性；本单位最低服务年限为5年（含试用期）。,无,0431-85899731,,
135107,国家统计局吉林调查总队,国家统计局吉林调查总队,中央国家行政机关参照公务员法管理事业单位,四平调查队综合科室一级科员,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、统计分析、统计研究等工作。,400110107007,市（地）级,市（地）级及以下直属机构综合管理类,1,统计学类、经济学类,仅限本科,学士,不限,二年,无限制,否,3:1,吉林省四平市,吉林省四平市,本单位最低服务年限为5年（含试用期）。,无,0431-85899731,,
135107,国家统计局吉林调查总队,国家统计局吉林调查总队,中央国家行政机关参照公务员法管理事业单位,辽源调查队业务科室一级科员,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、计算机应用及数据处理、统计分析、统计研究等工作。,400110107008,市（地）级,市（地）级及以下直属机构综合管理类,1,计算机类（物联网工程、数字媒体技术专业除外）,仅限本科,学士,不限,无限制,无限制,否,3:1,吉林省辽源市,吉林省辽源市,限应届毕业生；本单位最低服务年限为5年（含试用期）。,无,0431-85899731,,
135107,国家统计局吉林调查总队,国家统计局吉林调查总队,中央国家行政机关参照公务员法管理事业单位,通化调查队业务科室一级科员（1）,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、计算机应用及数据处理、统计分析、统计研究等工作。,400110107009,市（地）级,市（地）级及以下直属机构综合管理类,1,统计学类、数学类、会计学专业、财务管理专业,仅限本科,学士,不限,无限制,无限制,否,3:1,吉林省通化市,吉林省通化市,限应届毕业生；本单位最低服务年限为5年（含试用期）。,无,0431-85899731,,
135107,国家统计局吉林调查总队,国家统计局吉林调查总队,中央国家行政机关参照公务员法管理事业单位,通化调查队业务科室一级科员（2）,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、计算机应用及数据处理、统计分析、统计研究等工作。,400110107010,市（地）级,市（地）级及以下直属机构综合管理类,1,计算机类（物联网工程、数字媒体技术专业除外）,仅限本科,学士,不限,无限制,无限制,否,3:1,吉林省通化市,吉林省通化市,限应届毕业生；本单位最低服务年限为5年（含试用期）。,无,0431-85899731,,
135107,国家统计局吉林调查总队,国家统计局吉林调查总队,中央国家行政机关参照公务员法管理事业单位,松原调查队业务科室一级科员,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、计算机应用及数据处理、统计分析、统计研究等工作,400110107011,市（地）级,市（地）级及以下直属机构综合管理类,1,计算机类（物联网工程、数字媒体技术专业除外）,仅限本科,学士,不限,无限制,无限制,否,3:1,吉林省松原市,吉林省松原市,限应届毕业生；本单位最低服务年限为5年（含试用期）。,无,0431-85899731,,
135107,国家统计局吉林调查总队,国家统计局吉林调查总队,中央国家行政机关参照公务员法管理事业单位,白城调查队业务科室一级科员(1),普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、统计分析、统计研究等工作,400110107012,市（地）级,市（地）级及以下直属机构综合管理类,1,统计学类、经济学类,仅限本科,学士,不限,二年,无限制,否,3:1,吉林省白城市,吉林省白城市,限女性；本单位最低服务年限为5年（含试用期）。,无,0431-85899731,,
135107,国家统计局吉林调查总队,国家统计局吉林调查总队,中央国家行政机关参照公务员法管理事业单位,白城调查队业务科室一级科员（2）,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、统计分析、统计研究等工作。,400110107013,市（地）级,市（地）级及以下直属机构综合管理类,1,统计学类、经济学类,仅限本科,学士,不限,二年,无限制,否,3:1,吉林省白城市,吉林省白城市,限男性;本单位最低服务年限为5年（含试用期）。,无,0431-85899731,,
135107,国家统计局吉林调查总队,国家统计局吉林调查总队,中央国家行政机关参照公务员法管理事业单位,榆树调查队一级科员,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、统计分析、统计研究等工作。,400110107014,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,统计学类、数学类、经济学类,仅限本科,学士,不限,无限制,无限制,否,3:1,吉林省长春市榆树市,吉林省长春市榆树市,限应届毕业生；限吉林省户籍；本单位最低服务年限为5年（含试用期）。,无,0431-85899731,,
135107,国家统计局吉林调查总队,国家统计局吉林调查总队,中央国家行政机关参照公务员法管理事业单位,德惠调查队一级科员,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、统计分析、统计研究等工作。,400110107015,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,统计学类、数学类、经济学类,仅限本科,学士,中共党员,无限制,无限制,否,3:1,吉林省长春市德惠市,吉林省长春市德惠市,限应届毕业生；限吉林省户籍；本单位最低服务年限为5年（含试用期）。,无,0431-85899731,,
135107,国家统计局吉林调查总队,国家统计局吉林调查总队,中央国家行政机关参照公务员法管理事业单位,永吉调查队一级科员,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、计算机应用及数据处理、统计分析、统计研究等工作。,400110107016,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,经济学、文学、管理学,仅限本科,学士,不限,二年,大学生村官,否,3:1,吉林省吉林市永吉县,吉林省吉林市永吉县,服务期满考核合格的大学生村官；限吉林省户籍；本单位最低服务年限为5年（含试用期）。,无,0431-85899731,,
135107,国家统计局吉林调查总队,国家统计局吉林调查总队,中央国家行政机关参照公务员法管理事业单位,桦甸调查队一级科员,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、计算机应用及数据处理、统计分析、统计研究等工作。,400110107017,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,经济学、文学、管理学,仅限本科,学士,不限,二年,大学生村官,否,3:1,吉林省吉林市桦甸市,吉林省吉林市桦甸市,服务期满考核合格的大学生村官；限吉林省户籍；本单位最低服务年限为5年（含试用期）。,无,0431-85899731,,
135107,国家统计局吉林调查总队,国家统计局吉林调查总队,中央国家行政机关参照公务员法管理事业单位,磐石调查队一级科员,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、计算机应用及数据处理、统计分析、统计研究等工作。,400110107018,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,计算机类（物联网工程、数字媒体技术专业除外）,仅限本科,学士,不限,无限制,无限制,否,3:1,吉林省吉林市磐石市,吉林省吉林市磐石市,限应届毕业生；限吉林省户籍；本单位最低服务年限为5年（含试用期）。,无,0431-85899731,,
135108,国家统计局黑龙江调查总队,国家统计局黑龙江调查总队,中央国家行政机关参照公务员法管理事业单位,齐齐哈尔调查队业务科一级科员（1）,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、统计分析、统计研究等工作。,400110108001,市（地）级,市（地）级及以下直属机构综合管理类,1,经济学类、统计学专业,仅限本科,学士,不限,二年,无限制,否,3:1,黑龙江省齐齐哈尔市,黑龙江省齐齐哈尔市,本单位最低服务年限为5年(含试用期)；限黑龙江省户籍。,无,0451-87589562,,
135108,国家统计局黑龙江调查总队,国家统计局黑龙江调查总队,中央国家行政机关参照公务员法管理事业单位,齐齐哈尔调查队业务科一级科员（2）,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、统计分析、统计研究等工作。,400110108002,市（地）级,市（地）级及以下直属机构综合管理类,1,不限,仅限本科,学士,不限,二年,大学生村官,否,3:1,黑龙江省齐齐哈尔市,黑龙江省齐齐哈尔市,本单位最低服务年限为5年(含试用期)；限黑龙江省户籍；限考核期满合格的大学生村官。,无,0451-87589562,,
135108,国家统计局黑龙江调查总队,国家统计局黑龙江调查总队,中央国家行政机关参照公务员法管理事业单位,鸡西调查队业务科一级科员,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、统计分析、统计研究等工作。,400110108003,市（地）级,市（地）级及以下直属机构综合管理类,1,统计学专业、汉语言文学专业、汉语言专业,仅限本科,学士,不限,无限制,无限制,否,3:1,黑龙江省鸡西市,黑龙江省鸡西市,本单位最低服务年限为5年(含试用期)；限黑龙江省户籍。,无,0451-87589562,,
135108,国家统计局黑龙江调查总队,国家统计局黑龙江调查总队,中央国家行政机关参照公务员法管理事业单位,双鸭山调查队业务科一级科员（1）,普通职位,西部地区和艰苦边远地区职位,从事会计核算、记账、编制预算和决算报表等工作。,400110108004,市（地）级,市（地）级及以下直属机构综合管理类,1,会计学专业、财务管理专业、审计学专业,仅限本科,学士,不限,无限制,无限制,否,3:1,黑龙江省双鸭山市,黑龙江省双鸭山市,本单位最低服务年限为5年(含试用期)。,无,0451-87589562,,
135108,国家统计局黑龙江调查总队,国家统计局黑龙江调查总队,中央国家行政机关参照公务员法管理事业单位,双鸭山调查队业务科一级科员（2）,普通职位,西部地区和艰苦边远地区职位,从事组织协调、服务保障、撰写公文报告等工作。,400110108005,市（地）级,市（地）级及以下直属机构综合管理类,1,统计学类、汉语言文学专业,仅限本科,学士,不限,无限制,无限制,否,3:1,黑龙江省双鸭山市,黑龙江省双鸭山市,本单位最低服务年限为5年(含试用期)。,无,0451-87589562,,
135108,国家统计局黑龙江调查总队,国家统计局黑龙江调查总队,中央国家行政机关参照公务员法管理事业单位,七台河调查队业务科一级科员（1）,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、统计分析、统计研究等工作，需经常驻村进行农业调查。,400110108006,市（地）级,市（地）级及以下直属机构综合管理类,1,经济学、汉语言文学专业、统计学专业,仅限本科,学士,不限,无限制,无限制,否,3:1,黑龙江省七台河市,黑龙江省七台河市,本单位最低服务年限为5年(含试用期)；限女性；限黑龙江省户籍。,无,0451-87589562,,
135108,国家统计局黑龙江调查总队,国家统计局黑龙江调查总队,中央国家行政机关参照公务员法管理事业单位,七台河调查队业务科一级科员（2）,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、统计分析、统计研究等工作，需经常驻村进行农业调查。,400110108007,市（地）级,市（地）级及以下直属机构综合管理类,1,经济学、汉语言文学专业、统计学专业,仅限本科,学士,不限,无限制,无限制,否,3:1,黑龙江省七台河市,黑龙江省七台河市,本单位最低服务年限为5年(含试用期)；限男性；限黑龙江省户籍。,无,0451-87589562,,
135108,国家统计局黑龙江调查总队,国家统计局黑龙江调查总队,中央国家行政机关参照公务员法管理事业单位,绥化调查队业务科一级科员,普通职位,西部地区和艰苦边远地区职位,从事会计核算、记账、编制预算和决算报表等工作。,400110108008,市（地）级,市（地）级及以下直属机构综合管理类,1,会计学专业、财务管理专业、审计学专业,仅限本科,学士,不限,二年,无限制,否,3:1,黑龙江省绥化市,黑龙江省绥化市,本单位最低服务年限为5年(含试用期)。,无,0451-87589562,,
135108,国家统计局黑龙江调查总队,国家统计局黑龙江调查总队,中央国家行政机关参照公务员法管理事业单位,尚志调查队一级科员,普通职位,西部地区和艰苦边远地区职位,从事会计核算、记账、编制预算和决算报表等工作。,400110108009,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,会计学专业、财务管理专业、审计学,仅限本科,学士,不限,无限制,无限制,否,3:1,黑龙江省哈尔滨市尚志市,黑龙江省哈尔滨市尚志市,本单位最低服务年限为5年(含试用期)；限哈尔滨市（含区县）户籍。,无,0451-87589562,,
135108,国家统计局黑龙江调查总队,国家统计局黑龙江调查总队,中央国家行政机关参照公务员法管理事业单位,五常调查队一级科员,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、统计分析、统计研究等工作。,400110108010,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,统计学专业、计算机类,仅限本科,学士,不限,无限制,无限制,否,3:1,黑龙江省哈尔滨市五常市,黑龙江省哈尔滨市五常市,本单位最低服务年限为5年(含试用期)；限哈尔滨市（含区县）户籍；限应届毕业生。,无,0451-87589562,,
135108,国家统计局黑龙江调查总队,国家统计局黑龙江调查总队,中央国家行政机关参照公务员法管理事业单位,巴彦调查队一级科员,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、统计分析、统计研究等工作。,400110108011,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,软件工程专业、统计学专业、农学专业（非大类）,仅限本科,学士,不限,无限制,无限制,否,3:1,黑龙江省哈尔滨市巴彦县,黑龙江省哈尔滨市巴彦县,本单位最低服务年限为5年(含试用期)；限黑龙江省户籍。,无,0451-87589562,,
135108,国家统计局黑龙江调查总队,国家统计局黑龙江调查总队,中央国家行政机关参照公务员法管理事业单位,宾县调查队一级科员,普通职位,西部地区和艰苦边远地区职位,从事农村耕地面积测量、入户调查、数据处理、统计分析、统计研究等工作。,400110108012,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,农学类、计算机类、测绘类,仅限本科,学士,不限,无限制,无限制,否,3:1,黑龙江省哈尔滨市宾县,黑龙江省哈尔滨市宾县,本单位最低服务年限为5年(含试用期)；限2022年应届毕业生；限哈尔滨市（含区县）户籍。,无,0451-87589562,,
135108,国家统计局黑龙江调查总队,国家统计局黑龙江调查总队,中央国家行政机关参照公务员法管理事业单位,依兰调查队一级科员（1）,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、统计分析、统计研究等工作。,400110108013,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,计算机类,仅限本科,学士,不限,无限制,无限制,否,3:1,黑龙江省哈尔滨市依兰县,黑龙江省哈尔滨市依兰县,本单位最低服务年限为5年(含试用期)；限应届毕业生。,无,0451-87589562,,
135108,国家统计局黑龙江调查总队,国家统计局黑龙江调查总队,中央国家行政机关参照公务员法管理事业单位,依兰调查队一级科员（2）,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、统计分析、统计研究等工作。,400110108014,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,统计学专业、会计学专业、经济学类,仅限本科,学士,不限,无限制,无限制,否,3:1,黑龙江省哈尔滨市依兰县,黑龙江省哈尔滨市依兰县,本单位最低服务年限为5年(含试用期)；限应届毕业生。,无,0451-87589562,,
135108,国家统计局黑龙江调查总队,国家统计局黑龙江调查总队,中央国家行政机关参照公务员法管理事业单位,龙江调查队一级科员,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、统计分析、统计研究等工作。,400110108015,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,数学类、农业工程类、工商管理类、测绘类、植物生产类,仅限本科,学士,不限,无限制,无限制,否,3:1,黑龙江省齐齐哈尔市龙江县,黑龙江省齐齐哈尔市龙江县,本单位最低服务年限为5年(含试用期)。,无,0451-87589562,,
135108,国家统计局黑龙江调查总队,国家统计局黑龙江调查总队,中央国家行政机关参照公务员法管理事业单位,拜泉调查队一级科员,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、统计分析、统计研究等工作。,400110108016,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,电子信息类、数学类,仅限本科,学士,不限,无限制,无限制,否,3:1,黑龙江省齐齐哈尔市拜泉县,黑龙江省齐齐哈尔市拜泉县,本单位最低服务年限为5年(含试用期)；限应届毕业生；限齐齐哈尔市（含区县）户籍。,无,0451-87589562,,
135108,国家统计局黑龙江调查总队,国家统计局黑龙江调查总队,中央国家行政机关参照公务员法管理事业单位,同江调查队一级科员,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、统计分析、统计研究等工作。,400110108017,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,统计学专业、汉语言文学专业,仅限本科,学士,不限,无限制,无限制,否,3:1,黑龙江省佳木斯市同江市,黑龙江省佳木斯市同江市,本单位最低服务年限为5年(含试用期)；限应届毕业生；限黑龙江省户籍。,无,0451-87589562,,
135108,国家统计局黑龙江调查总队,国家统计局黑龙江调查总队,中央国家行政机关参照公务员法管理事业单位,青冈调查队一级科员,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、统计分析、统计研究等工作。,400110108018,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,经济学、中国语言文学类、数学类,仅限本科,学士,不限,二年,大学生村官,否,3:1,黑龙江省绥化市青冈县,黑龙江省绥化市青冈县,本单位最低服务年限为5年(含试用期)；限黑龙江省户籍；限考核期满合格的大学生村官。,无,0451-87589562,,
135108,国家统计局黑龙江调查总队,国家统计局黑龙江调查总队,中央国家行政机关参照公务员法管理事业单位,肇东调查队一级科员（1）,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、统计分析、统计研究等工作。,400110108019,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,中国语言文学类、经济学类、新闻传播学类、统计学专业,仅限本科,学士,不限,无限制,无限制,否,3:1,黑龙江省绥化市肇东市,黑龙江省绥化市肇东市,本单位最低服务年限为5年(含试用期)；限女性；限绥化市（含区县）户籍。,无,0451-87589562,,
135108,国家统计局黑龙江调查总队,国家统计局黑龙江调查总队,中央国家行政机关参照公务员法管理事业单位,肇东调查队一级科员（2）,普通职位,西部地区和艰苦边远地区职位,从事一线入户调查、数据处理、统计分析、统计研究等工作。,400110108020,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,中国语言文学类、经济学类、新闻传播学类、统计学专业,仅限本科,学士,不限,无限制,无限制,否,3:1,黑龙江省绥化市肇东市,黑龙江省绥化市肇东市,本单位最低服务年限为5年(含试用期)；限男性；限绥化市（含区县）户籍。,无,0451-87589562,,
135108,国家统计局黑龙江调查总队,国家统计局黑龙江调查总队,中央国家行政机关参照公务员法管理事业单位,嘉荫调查队一级科员,普通职位,西部地区和艰苦边远地区职位,从事农村耕地面积测量、入户调查、数据处理、统计分析、统计研究等工作。,400110108021,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,电子信息类、计算机类、测绘类,仅限本科,学士,不限,无限制,无限制,否,3:1,黑龙江省伊春市嘉荫县,黑龙江省伊春市嘉荫县,本单位最低服务年限为5年(含试用期)。,无,0451-87589562,,
135109,国家统计局上海调查总队,国家统计局上海调查总队,中央国家行政机关参照公务员法管理事业单位,浦东调查队业务处室四级主任科员及以下,普通职位,其他职位,从事统计调查、数据处理、分析研究等工作,400110109001,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,本科（专业名称）：统计学、应用统计学、心理学、应用心理学；研究生（一级学科）：统计学、心理学,本科或硕士研究生,与最高学历相对应的学位,不限,无限制,无限制,否,3:1,上海市浦东新区,上海市,"1.本单位最低服务年限为5年（含试用期）；
2.本岗位招收专业均要求为主修专业；
3.本岗位限招2022年应届毕业生；
4.本岗位经常入户调查，需熟悉上海本地方言；
5.全国大学英语六级考试合格或分数达425分以上（请在“外语水平”栏注明外语考试名称和成绩，未注明视为不符合条件）。",无,021-53857374,021-53857009,
135109,国家统计局上海调查总队,国家统计局上海调查总队,中央国家行政机关参照公务员法管理事业单位,闵行调查队业务科室四级主任科员及以下,普通职位,其他职位,从事统计调查、数据处理、分析研究等工作,400110109002,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,本科（专业名称）：统计学、应用统计学、数学与应用数学、信息与计算科学、数据计算及应用、计算机科学与技术、数据科学与大数据技术、国际经济与贸易、贸易经济；研究生（一级学科）：统计学、数学、计算机科学与技术,本科或硕士研究生,与最高学历相对应的学位,不限,无限制,无限制,否,3:1,上海市闵行区,上海市,"1.本单位最低服务年限为5年（含试用期）；
2.本岗位招收专业均要求为主修专业；
3.本岗位限招2022年应届毕业生；
4.本岗位经常入户调查，需熟悉上海本地方言；
5.全国大学英语四级考试合格或分数达425分以上（请在“外语水平”栏注明外语考试名称和成绩，未注明视为不符合条件）。",无,021-53857374,021-53857009,
135109,国家统计局上海调查总队,国家统计局上海调查总队,中央国家行政机关参照公务员法管理事业单位,金山调查队业务科室四级主任科员,普通职位,其他职位,从事统计调查、数据处理、分析研究等工作,400110109003,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,研究生（一级学科）：统计学、数学、计算机科学与技术,仅限硕士研究生,硕士,不限,无限制,无限制,否,3:1,上海市金山区,上海市,"1.本单位最低服务年限为5年（含试用期）；
2.本岗位招收专业均要求为主修专业；
3.本岗位限招2022年应届毕业生；
4.全国大学英语四级考试合格或分数达425分以上（请在“外语水平”栏注明外语考试名称和成绩，未注明视为不符合条件）。",无,021-53857374,021-53857009,
135109,国家统计局上海调查总队,国家统计局上海调查总队,中央国家行政机关参照公务员法管理事业单位,青浦调查队业务科室四级主任科员及以下,普通职位,其他职位,从事统计调查、数据处理、分析研究等工作,400110109004,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,本科（专业名称）：统计学、应用统计学、经济学、经济统计学、国民经济管理、劳动经济学、数字经济；研究生（一级学科）：统计学、应用经济学,本科或硕士研究生,与最高学历相对应的学位,不限,无限制,无限制,否,3:1,上海市青浦区,上海市,"1.本单位最低服务年限为5年（含试用期）；
2.本岗位招收专业均要求为主修专业；
3.本岗位限招2022年应届毕业生；
4.本岗位经常入户调查，需熟悉上海本地方言；
5.全国大学英语四级考试合格或分数达425分以上（请在“外语水平”栏注明外语考试名称和成绩，未注明视为不符合条件）。",无,021-53857374,021-53857009,
135109,国家统计局上海调查总队,国家统计局上海调查总队,中央国家行政机关参照公务员法管理事业单位,崇明调查队综合科室四级主任科员及以下,普通职位,其他职位,从事财务管理等有关工作,400110109005,县（区）级及以下,市（地）级及以下直属机构综合管理类,1,会计学专业、财务管理专业,本科或硕士研究生,与最高学历相对应的学位,不限,无限制,无限制,否,3:1,上海市崇明区,上海市,"1.本单位最低服务年限为5年（含试用期）；
2.本岗位招收专业均要求为主修专业；
3.全国大学英语四级考试合格或分数达425分以上（请在“外语水平”栏注明外语考试名称和成绩，未注明视为不符合条件）。",无,021-53857374,021-53857009,
